Order_Id,Order_Date,Ship_Date,Customer_Name,Customer_Id,Customer_Segment,Product_Id,Product_Name,Category,Region,State,City,Quantity,Unit_Price,Discount (%),Sales_Amount,Cost_Price,Profit,Payment_Mode,Delivery_Status,Supplier_Name,Supplier_Email,Stock_left,Auto_recorder,Recorder_Quantity
ord11824,06-07-2024,11-07-2024,Scott Williams,cust4953,Corporate,prod836,stapler,office supply,South,Utah,Jaytown,5,3185,20,12740,9219.69,3520.31,UPI,Returned,Hernandez Group,sfritz@hunt.com,100,No,0
ord11825,20-09-2025,21-09-2025,Cheryl Willis,cust4937,Consumer,prod356,biscuits,grocery,North,New York,Port Kevin,7,2706,20,15153.6,12619.59,2534.01,Creditcard,Delivered,Woods-Hahn,erikmorris@walker.com,84,No,0
ord11826,21-11-2025,23-11-2025,Bethany Marshall,cust7569,Corporate,prod108,biscuits,grocery,West,Montana,Gonzalezchester,5,3771,5,17912.25,12012.34,5899.91,Creditcard,Returned,"Marshall, Moore and Price",cduffy@smith.org,74,No,0
ord11827,14-08-2024,16-08-2024,Destiny Richardson,cust7186,Consumer,prod427,pen,office supply,South,West Virginia,Kennethville,6,1858,25,8361,6968.17,1392.83,UPI,Returned,Miller-Smith,mcdonaldwhitney@barnett-long.com,11,Yes,86
ord11828,27-08-2025,03-09-2025,Brett Wu,cust6350,Corporate,prod918,sofa,furniture,South,Texas,North Ashleyton,8,5374,5,40842.4,33746.53,7095.87,UPI,Cancelled,Nash-Edwards,williamschristine@wong-hendrix.net,42,No,0
ord11829,10-10-2025,13-10-2025,Catherine Powers,cust5374,Corporate,prod113,laptop,electronics,West,Alaska,Port Nicholas,1,8507,25,6380.25,5369.65,1010.6,Creditcard,Pending,Church-Mitchell,brayjill@gibson.com,83,No,0
ord11830,26-05-2024,28-05-2024,Katherine Marsh,cust5587,Consumer,prod749,biscuits,grocery,West,North Dakota,North Markmouth,3,1561,20,3746.4,3235.81,510.59,Netbanking,Cancelled,Santana Inc,lmiller@krause.com,37,No,0
ord11831,12-03-2025,16-03-2025,Penny Tran,cust4243,Corporate,prod252,tablet,electronics,West,Rhode Island,West Kevinfurt,5,1965,25,7368.75,6597.77,770.98,UPI,Pending,"Hall, Richard and Cole",rachelhughes@lewis-stewart.com,55,No,0
ord11832,04-05-2025,10-05-2025,Phillip Orozco,cust2820,Home Office,prod559,soundbar,electronics,East,Alabama,Dustinville,6,8493,20,40766.4,25890.99,14875.41,Cash,Delivered,Gregory-Gibson,timothy53@newton-brown.net,28,No,0
ord11833,26-10-2024,31-10-2024,Troy Morales,cust7243,Consumer,prod401,study table,furniture,East,Rhode Island,Longmouth,6,4271,5,24344.7,17500.56,6844.14,Netbanking,Returned,"Brown, Mcmillan and Campbell",barnetterin@morgan.com,8,Yes,47
ord11834,07-02-2025,09-02-2025,Yvonne Henry,cust1998,Corporate,prod859,calculator,office supply,South,Michigan,Lake Charlesburgh,7,7819,20,43786.4,33538.73,10247.67,Cash,Delivered,Russo Ltd,jeffreycrawford@peterson.info,21,No,0
ord11835,15-07-2025,20-07-2025,John Gaines,cust7810,Home Office,prod985,cooking-oil,grocery,West,New York,Buckfort,8,431,0,3448,2614.22,833.78,Netbanking,Cancelled,Hoffman-Sullivan,colemanheidi@cook.com,30,No,0
ord11836,17-12-2024,24-12-2024,Robert Mahoney,cust7267,Home Office,prod428,sugar,grocery,South,Colorado,South Haleyburgh,9,2803,20,20181.6,12941.55,7240.05,UPI,Returned,"Morgan, Vincent and Romero",kristi15@juarez.com,57,No,0
ord11837,02-09-2024,05-09-2024,Anne Alvarez,cust1270,Home Office,prod694,headphones,electronics,East,North Dakota,New Peter,9,9295,20,66924,40637.58,26286.42,Netbanking,Delivered,"King, Murphy and Huber",laurawilkins@lewis.info,21,No,0
ord11838,22-03-2024,28-03-2024,Allen Barker,cust4219,Corporate,prod383,notebook,office supply,East,New Jersey,Nixonfort,6,3431,20,16468.8,14203.71,2265.09,UPI,Delivered,"West, Parks and Garcia",jesusstafford@smith-sutton.biz,96,No,0
ord11839,21-05-2025,26-05-2025,April Baker,cust2240,Corporate,prod939,book-shelf,furniture,North,Minnesota,South Coryview,2,7683,25,11524.5,8144.02,3380.48,Netbanking,Returned,Ramirez-Robinson,cindyjohnson@valdez-hicks.com,9,Yes,59
ord11840,15-07-2024,20-07-2024,Kevin Johnson,cust8624,Consumer,prod571,book-shelf,furniture,West,Colorado,Hardyport,7,4177,10,26315.1,21935.86,4379.24,Cash,Cancelled,Wheeler-Perry,hollywalters@gould-allen.com,47,No,0
ord11841,17-05-2025,24-05-2025,Scott Foley,cust7016,Consumer,prod290,stapler,office supply,North,California,Williamsshire,9,6196,5,52975.8,38833.83,14141.97,Creditcard,Cancelled,"Ross, Smith and Taylor",robertmullins@compton.biz,17,Yes,89
ord11842,12-10-2024,13-10-2024,David Patel,cust2015,Home Office,prod653,file-folder,office supply,North,Connecticut,Ortizland,7,2489,10,15680.7,9512.51,6168.19,Creditcard,Pending,Owens-Olsen,mark22@phillips-moses.com,94,No,0
ord11843,27-05-2024,31-05-2024,Phillip Novak,cust5347,Consumer,prod415,file-folder,office supply,North,Vermont,Thomasstad,10,9081,25,68107.5,41140.89,26966.61,Creditcard,Delivered,"Carlson, Wade and Ashley",laneholly@peterson-curry.org,70,No,0
ord11844,12-07-2025,13-07-2025,Daniel Allen,cust3861,Corporate,prod416,keyboard,electronics,North,Iowa,South Courtney,3,2765,0,8295,5410.15,2884.85,Netbanking,Delivered,Wong Ltd,greenmadison@kelly-carpenter.com,68,No,0
ord11845,28-03-2024,30-03-2024,Kelsey Edwards,cust8298,Home Office,prod502,mobile,electronics,East,Tennessee,Lake Henryville,10,3303,25,24772.5,19040.05,5732.45,UPI,Returned,Navarro-Wiley,combspaula@lee-walker.com,94,No,0
ord11846,26-02-2024,04-03-2024,Karen Riley,cust3711,Consumer,prod749,office chair,furniture,West,Delaware,East Loriside,5,3224,10,14508,8711.34,5796.66,Netbanking,Delivered,Watkins-Mckenzie,bryandiana@williams.biz,74,No,0
ord11847,23-06-2025,25-06-2025,Elizabeth Warren,cust1719,Corporate,prod818,book-shelf,furniture,West,Indiana,South Michael,9,6139,0,55251,37546.88,17704.12,UPI,Delivered,"Graham, Mathews and Bentley",stephanie08@stevens.com,46,No,0
ord11848,19-07-2024,26-07-2024,Ashley Bell,cust5787,Corporate,prod239,tablet,electronics,East,Connecticut,West Russellshire,9,2013,20,14493.6,9035.2,5458.4,Cash,Pending,"Reed, Taylor and Lee",rebeccahowell@williams.com,42,No,0
ord11849,20-01-2025,26-01-2025,Heather Brown,cust8868,Consumer,prod153,file-folder,office supply,West,Connecticut,North Marissa,1,1181,10,1062.9,741.52,321.38,UPI,Delivered,Vincent-Bass,crystalking@smith-gutierrez.com,0,Yes,88
ord11850,15-07-2024,21-07-2024,Tonya Martin,cust9418,Home Office,prod997,calculator,office supply,East,Pennsylvania,Brandonbury,4,1045,0,4180,3248.45,931.55,Cash,Pending,"Santos, Nunez and Beck",narmstrong@wagner.net,46,No,0
ord11851,15-08-2024,19-08-2024,Heather Murillo,cust1939,Consumer,prod672,dryfruits,grocery,North,New Hampshire,East Barbaraberg,10,6620,5,62890,46381.87,16508.13,Netbanking,Returned,Gordon Inc,zwright@wilcox-martin.com,99,No,0
ord11852,29-07-2025,01-08-2025,Zachary Boyd Jr.,cust6454,Corporate,prod946,headphones,electronics,South,Alabama,Payneland,5,732,25,2745,2225.17,519.83,Cash,Returned,Johnson and Sons,stephaniejohnson@goodwin.net,56,No,0
ord11853,28-09-2024,04-10-2024,Sherri Rodriguez,cust5373,Consumer,prod593,calculator,office supply,North,Kentucky,Barbaraberg,1,8129,5,7722.55,6542.49,1180.06,Netbanking,Cancelled,Carlson-Cantrell,phillipsmargaret@smith.com,7,Yes,84
ord11854,09-11-2025,11-11-2025,Veronica Porter,cust2547,Consumer,prod483,dryfruits,grocery,East,Vermont,Garychester,1,3039,0,3039,2670.71,368.29,Creditcard,Delivered,Salas-Foley,cynthia38@nixon.com,42,No,0
ord11855,29-06-2024,04-07-2024,Gregory Burton,cust3854,Consumer,prod723,office chair,furniture,North,Utah,East Dennisside,1,4120,10,3708,3296.78,411.22,Creditcard,Delivered,Kelly and Sons,rrandolph@brown-hanson.com,58,No,0
ord11856,28-05-2025,29-05-2025,Jennifer Bailey,cust5362,Home Office,prod686,juice-pack,grocery,East,Ohio,Normanberg,6,8822,25,39699,32798.73,6900.27,UPI,Cancelled,Day-Miranda,jason28@gardner.com,49,No,0
ord11857,31-01-2026,03-02-2026,Michelle Martin,cust7971,Corporate,prod920,dryfruits,grocery,West,Arizona,Alexandriaburgh,9,4406,20,31723.2,22369.84,9353.36,Cash,Cancelled,Jimenez PLC,jeffreyhill@williams.com,88,No,0
ord11858,15-09-2025,21-09-2025,Nathan Carter,cust9503,Corporate,prod538,stapler,office supply,South,West Virginia,Josephfort,7,1155,5,7680.75,4934.5,2746.25,Creditcard,Pending,"Garcia, Brown and Blake",chadwarner@lee-hicks.com,34,No,0
ord11859,23-02-2025,01-03-2025,William Ramirez,cust9186,Home Office,prod844,notebook,office supply,West,Nebraska,Lake Michael,7,8677,5,57702.05,50825.87,6876.18,Creditcard,Returned,"Peterson, Levine and Brennan",mcfarlandvalerie@sanchez-hernandez.com,54,No,0
ord11860,22-10-2025,23-10-2025,Casey Nichols,cust2174,Home Office,prod717,mobile,electronics,East,Ohio,Lake Theresaland,3,1822,25,4099.5,3291.97,807.53,Netbanking,Cancelled,"Bullock, Chaney and Sims",lunanancy@ford.biz,93,No,0
ord11861,24-03-2024,31-03-2024,Misty Howard,cust2816,Corporate,prod907,stapler,office supply,North,Montana,Christinafurt,4,9587,10,34513.2,29159.71,5353.49,Cash,Delivered,"Alexander, Jones and Fisher",josephmiller@williams.com,50,No,0
ord11862,30-09-2025,04-10-2025,Terry Herrera,cust1237,Home Office,prod381,mouse,electronics,West,Alaska,North Ruben,1,1038,10,934.2,609.28,324.92,Netbanking,Returned,"Simpson, Griffin and Murphy",taylor90@hernandez.com,91,No,0
ord11863,19-02-2025,23-02-2025,Sandra Wood,cust4224,Home Office,prod643,office chair,furniture,South,Montana,Charlesburgh,1,6572,20,5257.6,4630.23,627.37,Netbanking,Pending,Allen PLC,rallen@parsons-rollins.com,2,Yes,59
ord11864,10-09-2024,12-09-2024,James Rivers,cust8964,Home Office,prod540,cooking-oil,grocery,West,Illinois,West Alexandriastad,4,8161,20,26115.2,21558.26,4556.94,Creditcard,Pending,Lee-Herrera,craigcook@perez.info,55,No,0
ord11865,07-08-2024,09-08-2024,Antonio Johnson,cust7564,Consumer,prod934,biscuits,grocery,North,Louisiana,Tiffanyburgh,4,9868,10,35524.8,22630.66,12894.14,UPI,Cancelled,Berger Inc,whartman@newton.com,6,Yes,55
ord11866,29-12-2025,03-01-2026,Michael Allen,cust2683,Home Office,prod159,biscuits,grocery,East,West Virginia,Bradshawmouth,1,7440,20,5952,4599.81,1352.19,Cash,Cancelled,Wright PLC,antoniomyers@hawkins.com,81,No,0
ord11867,13-02-2024,14-02-2024,Laura Silva,cust4734,Corporate,prod987,study table,furniture,North,Iowa,Traviston,7,1999,5,13293.35,9090.45,4202.9,UPI,Cancelled,West and Sons,hoodfranklin@jones-perkins.com,87,No,0
ord11868,12-05-2024,17-05-2024,Tonya Rios,cust5295,Home Office,prod425,dinning-table,furniture,West,Idaho,Christopherfurt,9,3614,5,30899.7,23161.51,7738.19,Creditcard,Delivered,Duarte-Sullivan,melanie57@gilbert-jenkins.com,28,No,0
ord11869,05-01-2026,11-01-2026,Caitlyn Glover,cust9421,Consumer,prod376,dryfruits,grocery,South,Rhode Island,South David,4,5704,20,18252.8,14482.87,3769.93,UPI,Delivered,Hamilton PLC,mlevine@perez-carter.org,21,No,0
ord11870,07-04-2024,09-04-2024,Chase Jones,cust9922,Corporate,prod544,keyboard,electronics,West,Montana,East Alexandria,3,5191,5,14794.35,9196.76,5597.59,UPI,Cancelled,Fox Ltd,kyle76@lee-hayes.com,36,No,0
ord11871,06-11-2024,13-11-2024,Samantha Hill,cust3821,Corporate,prod630,pen,office supply,West,Tennessee,West Dannyhaven,6,7133,0,42798,30647.07,12150.93,UPI,Pending,Gonzales LLC,jamesbanks@page.org,31,No,0
ord11872,20-04-2025,26-04-2025,Melissa Hudson,cust5701,Corporate,prod643,study table,furniture,West,Virginia,North Elizabeth,4,4085,5,15523,13144.33,2378.67,Netbanking,Pending,Nelson LLC,lindaanderson@freeman-harrison.com,100,No,0
ord11873,08-11-2025,15-11-2025,Mr. Brian Curry,cust7131,Corporate,prod979,dinning-table,furniture,West,Rhode Island,Pachecostad,8,6719,5,51064.4,33877.96,17186.44,UPI,Delivered,Ortega-Brooks,mary84@davis.com,22,No,0
ord11874,03-08-2025,08-08-2025,Alan Collins,cust3921,Corporate,prod686,headphones,electronics,East,Vermont,Hendersonport,3,5572,20,13372.8,8101.45,5271.35,Netbanking,Cancelled,"Myers, Wallace and Cook",franklinalyssa@barber.biz,43,No,0
ord11875,17-04-2024,19-04-2024,Jacob Powers,cust1988,Corporate,prod722,dryfruits,grocery,South,Wyoming,Perrychester,10,2645,10,23805,14398.68,9406.32,Creditcard,Cancelled,"Carey, Johnson and Schultz",jeremylove@pearson.com,55,No,0
ord11876,12-01-2026,14-01-2026,Jacob Moore,cust5847,Corporate,prod247,notebook,office supply,East,Georgia,Jefferyville,7,533,25,2798.25,1745.71,1052.54,Creditcard,Cancelled,"Bryan, Lowe and Castaneda",cruzapril@wu.com,21,No,0
ord11877,21-09-2025,24-09-2025,Nicole Thompson,cust6983,Consumer,prod130,laptop,electronics,East,Oklahoma,North David,8,8188,20,52403.2,39599.96,12803.24,UPI,Cancelled,Johnson Group,holtdebra@campbell.net,62,No,0
ord11878,10-06-2025,15-06-2025,Monique Caldwell,cust4336,Corporate,prod849,juice-pack,grocery,South,Michigan,Weissport,3,3327,25,7485.75,4557.57,2928.18,Cash,Returned,"Stein, Giles and Stephens",daltonrachel@cruz.info,59,No,0
ord11879,30-11-2025,03-12-2025,John Jefferson,cust4329,Corporate,prod366,ricebag,grocery,South,Kentucky,Sparksbury,1,9739,0,9739,7837.78,1901.22,Creditcard,Pending,"Gallagher, Gomez and Davis",harrisondanielle@mendoza-johnston.info,72,No,0
ord11880,20-02-2024,21-02-2024,Denise Roach,cust8803,Home Office,prod708,cooking-oil,grocery,West,Alabama,West Chelseafort,1,1115,5,1059.25,769.6,289.65,Cash,Cancelled,"Johnson, Chaney and Peterson",crichardson@johnson-hughes.biz,90,No,0
ord11881,16-12-2024,22-12-2024,William Jackson,cust6168,Consumer,prod843,book-shelf,furniture,North,Pennsylvania,Comptonborough,1,5956,20,4764.8,3106.76,1658.04,UPI,Cancelled,Anderson Inc,umunoz@vincent.com,58,No,0
ord11882,13-04-2024,20-04-2024,Luis Lopez,cust6591,Consumer,prod112,headphones,electronics,South,Mississippi,Robertmouth,10,3395,25,25462.5,22569.39,2893.11,UPI,Pending,Norman LLC,lesterstacy@drake.com,36,No,0
ord11883,22-12-2025,24-12-2025,Audrey Perry,cust5655,Home Office,prod935,sofa,furniture,West,Hawaii,North Michaelfort,1,3601,0,3601,2507.21,1093.79,Creditcard,Delivered,Perry Group,shannon99@tyler-jones.com,21,No,0
ord11884,27-08-2025,29-08-2025,Meagan Garcia,cust1298,Corporate,prod872,keyboard,electronics,North,New Mexico,North Jane,6,5130,5,29241,18990.85,10250.15,Creditcard,Delivered,"Hall, Small and Tucker",henry51@lyons.net,86,No,0
ord11885,15-11-2025,19-11-2025,Krista Hicks,cust5937,Corporate,prod852,notebook,office supply,East,Kansas,West Erinton,9,9416,10,76269.6,64773.24,11496.36,Netbanking,Cancelled,Hughes-Chang,raymond34@miller-williams.com,2,Yes,64
ord11886,17-08-2024,21-08-2024,April Becker,cust5110,Home Office,prod268,office chair,furniture,East,Nevada,Martinfort,1,3611,20,2888.8,2528.72,360.08,Cash,Returned,Hodges-Mills,laneamy@ford.com,59,No,0
ord11887,09-08-2025,15-08-2025,Whitney Palmer,cust8063,Consumer,prod441,tablet,electronics,North,New Hampshire,Nancyshire,9,7194,20,51796.8,34518.1,17278.7,Cash,Returned,"Hebert, Smith and Parsons",uclark@walker.com,25,No,0
ord11888,19-08-2024,25-08-2024,Lindsey Frank,cust7832,Corporate,prod979,file-folder,office supply,West,North Dakota,Mendozaburgh,2,8755,20,14008,10053.52,3954.48,Cash,Returned,"Burgess, Hines and Fox",velezsteven@benjamin.net,79,No,0
ord11889,01-06-2024,02-06-2024,Adrian Bates,cust3055,Corporate,prod789,sofa,furniture,North,Rhode Island,Micheleport,7,1278,25,6709.5,4538.02,2171.48,Creditcard,Cancelled,White-Davis,pbradley@allen-oneal.com,50,No,0
ord11890,14-10-2024,16-10-2024,Julie Chen,cust4542,Home Office,prod615,book-shelf,furniture,North,Kansas,Kimberlyborough,8,1789,20,11449.6,9731.58,1718.02,Netbanking,Cancelled,"Taylor, Turner and Ware",pfreeman@khan.com,60,No,0
ord11891,02-06-2025,03-06-2025,Anna Hughes,cust4998,Home Office,prod858,stapler,office supply,South,Connecticut,Andrewtown,2,7110,5,13509,10825.38,2683.62,Netbanking,Delivered,"Andrews, Green and Smith",kyle44@gonzales.com,94,No,0
ord11892,12-07-2024,13-07-2024,Casey Morgan,cust8868,Home Office,prod754,dinning-table,furniture,East,Oregon,Hammondchester,2,9015,20,14424,9306.85,5117.15,Creditcard,Cancelled,Mitchell-Johnson,diazwilliam@davis.org,7,Yes,86
ord11893,23-10-2024,25-10-2024,Robin Ramirez MD,cust5801,Corporate,prod901,file-folder,office supply,West,New Jersey,Tammyshire,3,6243,0,18729,16809.95,1919.05,Netbanking,Delivered,Mccoy PLC,lmurray@lewis-walter.biz,10,Yes,30
ord11894,21-08-2025,27-08-2025,Renee Williams,cust9986,Corporate,prod378,laptop,electronics,East,Iowa,Port Nathanview,7,6524,0,45668,33278.66,12389.34,Creditcard,Delivered,Rowland Inc,jacquelinewallace@white-smith.com,47,No,0
ord11895,12-05-2025,19-05-2025,Brandy Carter,cust5361,Home Office,prod333,laptop,electronics,West,North Carolina,East Laura,3,7055,5,20106.75,15408.32,4698.43,Creditcard,Returned,"Wright, Hood and Grant",qmalone@johnson-myers.com,52,No,0
ord11896,30-08-2025,31-08-2025,Rhonda Thomas MD,cust2555,Corporate,prod719,soundbar,electronics,North,Oregon,Wesleymouth,2,8749,25,13123.5,9818.94,3304.56,Creditcard,Delivered,Martin-Hubbard,nicole87@hill.com,33,No,0
ord11897,10-12-2025,17-12-2025,Anthony Holland,cust1112,Home Office,prod452,tablet,electronics,South,Kentucky,Gilesland,4,1920,0,7680,6839.01,840.99,UPI,Pending,Carter LLC,gillespieanthony@blankenship.com,70,No,0
ord11898,26-05-2025,28-05-2025,John Fletcher,cust4113,Corporate,prod984,pen,office supply,West,Michigan,Port Jonathan,10,6608,25,49560,42034.28,7525.72,UPI,Returned,Johnson LLC,efisher@jones-anderson.net,12,Yes,37
ord11899,14-04-2024,17-04-2024,Melissa Diaz,cust4424,Corporate,prod330,ricebag,grocery,North,Minnesota,West Joshua,4,949,5,3606.2,2194.58,1411.62,Cash,Delivered,Howell Inc,gregoryjesus@herring-gallagher.com,56,No,0
ord11900,01-04-2025,07-04-2025,Joan Myers,cust9971,Home Office,prod198,notebook,office supply,East,New Hampshire,East Kristyland,3,5971,10,16121.7,12720.34,3401.36,Creditcard,Pending,Mccullough LLC,oherman@rivera.com,61,No,0
ord11901,10-07-2025,16-07-2025,Brandon Bullock,cust8514,Home Office,prod662,dryfruits,grocery,West,Virginia,Dunnmouth,8,5073,10,36525.6,26426.96,10098.64,UPI,Returned,"Ross, Reese and Gonzalez",josephruiz@maxwell.net,64,No,0
ord11902,27-02-2024,28-02-2024,Dillon Nguyen,cust6342,Corporate,prod820,biscuits,grocery,South,Alaska,Jeffreyton,6,7106,20,34108.8,23289.2,10819.6,Netbanking,Cancelled,Diaz-Bruce,thomas93@sanders.biz,80,No,0
ord11903,20-12-2025,22-12-2025,Daniel Mendez,cust2677,Corporate,prod347,cooking-oil,grocery,East,Connecticut,East Chad,1,3291,0,3291,2765.81,525.19,Cash,Pending,Nguyen-Ellis,barbara62@morris.com,9,Yes,48
ord11904,25-03-2025,30-03-2025,Sarah Barajas,cust3485,Home Office,prod296,calculator,office supply,East,Louisiana,Lake Carmen,3,7908,20,18979.2,14756.66,4222.54,Creditcard,Delivered,"Shaw, Taylor and Bowman",brian03@johnson-phillips.com,67,No,0
ord11905,01-08-2025,02-08-2025,Adam Newman,cust1066,Consumer,prod316,stapler,office supply,South,Nebraska,West Allisonside,8,1257,0,10056,9035.46,1020.54,Cash,Delivered,Jones Ltd,matthew71@anderson-brown.net,43,No,0
ord11906,30-01-2026,02-02-2026,Mark Moore,cust4229,Consumer,prod584,tablet,electronics,East,Colorado,South Jessicastad,6,4769,10,25752.6,18807.94,6944.66,Creditcard,Pending,Gomez-King,grahamsamuel@owens.com,54,No,0
ord11907,26-04-2025,30-04-2025,Jaclyn Lindsey,cust2631,Consumer,prod765,dryfruits,grocery,South,Maryland,Joshuaside,7,1875,0,13125,8365.01,4759.99,UPI,Returned,White Ltd,kenneth49@bauer.com,95,No,0
ord11908,16-03-2024,21-03-2024,Chad King,cust1981,Consumer,prod696,notebook,office supply,East,North Dakota,Bergview,8,1973,5,14994.8,12779.57,2215.23,Cash,Delivered,Russell-Byrd,markcortez@blair-perez.com,67,No,0
ord11909,12-02-2024,18-02-2024,Brian Hebert,cust8964,Corporate,prod815,dryfruits,grocery,West,Vermont,Ryanchester,2,387,10,696.6,478.32,218.28,UPI,Returned,Thomas-Medina,lnelson@anderson.com,48,No,0
ord11910,21-11-2024,26-11-2024,Erica Martin,cust7392,Home Office,prod289,notebook,office supply,North,Montana,South Nicholas,5,7931,5,37672.25,29057.61,8614.64,Creditcard,Pending,Barnes-Young,kellychristopher@hale-moore.com,48,No,0
ord11911,29-05-2025,02-06-2025,Danielle Shaffer,cust2097,Consumer,prod965,sugar,grocery,West,Arkansas,North Joseph,8,3041,20,19462.4,12346.43,7115.97,Cash,Cancelled,Watson-Johnson,jessica62@perez-payne.com,27,No,0
ord11912,08-06-2024,11-06-2024,Nathaniel Castillo DDS,cust3460,Consumer,prod864,keyboard,electronics,East,Oregon,Hallton,3,360,20,864,772.86,91.14,Netbanking,Cancelled,"Turner, Hayes and Miller",lauriegonzalez@hendrix-hutchinson.com,29,No,0
ord11913,06-08-2025,11-08-2025,Ernest Wilson,cust1994,Corporate,prod606,book-shelf,furniture,West,Illinois,South Cody,9,3624,5,30985.2,27305.95,3679.25,Netbanking,Delivered,White-Walters,salazarjody@johnson.com,93,No,0
ord11914,21-02-2024,24-02-2024,Darlene Gutierrez,cust6681,Consumer,prod839,biscuits,grocery,North,Arizona,New Kristin,5,4043,25,15161.25,9644.02,5517.23,Cash,Delivered,"Riley, Durham and Higgins",barkeramber@freeman-rodriguez.net,31,No,0
ord11915,22-02-2025,25-02-2025,Jordan Harris,cust7210,Consumer,prod382,pen,office supply,West,Michigan,Lake Amyland,1,1605,20,1284,932.58,351.42,UPI,Delivered,"Martin, Anderson and Hayden",kevinwarren@johnson-powers.com,65,No,0
ord11916,12-06-2025,14-06-2025,Brian Morris,cust1998,Consumer,prod446,soundbar,electronics,North,North Carolina,Knightberg,2,3509,10,6316.2,4066.06,2250.14,Creditcard,Returned,"Chambers, Benjamin and Summers",patrickwalls@morgan.com,60,No,0
ord11917,29-06-2024,06-07-2024,Rachel Moreno,cust7703,Corporate,prod166,study table,furniture,South,North Dakota,East Patriciahaven,6,2896,5,16507.2,13065.71,3441.49,Netbanking,Cancelled,Griffin-Knight,lsalinas@fernandez.org,6,Yes,92
ord11918,05-07-2024,08-07-2024,Mario Taylor,cust1393,Home Office,prod632,book-shelf,furniture,South,Massachusetts,East Kennethview,2,7436,25,11154,7308.22,3845.78,Cash,Delivered,Cain-Howell,edwardsdonna@coleman.org,78,No,0
ord11919,19-10-2025,26-10-2025,Amanda Young,cust5612,Consumer,prod883,laptop,electronics,West,Missouri,Port Heather,4,6137,0,24548,17153.85,7394.15,Cash,Delivered,"Thomas, Mosley and Harris",xwoodard@jones.com,96,No,0
ord11920,10-02-2026,14-02-2026,Zachary Olson,cust8230,Home Office,prod706,dinning-table,furniture,South,Rhode Island,Burnston,5,7673,20,30692,26532.91,4159.09,Cash,Cancelled,"Gomez, Munoz and Hall",rodriguezgwendolyn@blankenship.com,65,No,0
ord11921,19-01-2025,25-01-2025,Melinda Martin,cust5777,Consumer,prod379,juice-pack,grocery,North,Arkansas,West Alexandra,3,4579,10,12363.3,10889.14,1474.16,UPI,Pending,Baird-Parker,sara02@martin-porter.net,51,No,0
ord11922,23-11-2025,25-11-2025,Jennifer Phillips,cust2380,Home Office,prod997,office chair,furniture,East,Oklahoma,Lesterfort,2,9738,20,15580.8,13768.13,1812.67,Cash,Delivered,"Stewart, Friedman and Matthews",dixonshawn@hamilton-brown.com,31,No,0
ord11923,22-10-2024,23-10-2024,Alisha Jenkins,cust2130,Home Office,prod312,pen,office supply,North,North Dakota,West Terriside,2,6205,5,11789.5,9437.74,2351.76,UPI,Pending,Rodriguez-Barry,stephen33@lyons.org,79,No,0
ord11924,20-04-2025,24-04-2025,April Cohen,cust7304,Consumer,prod135,book-shelf,furniture,East,Nebraska,Samanthaberg,2,8597,25,12895.5,10177.65,2717.85,Netbanking,Delivered,Ellis-Smith,landrysteven@berry.biz,64,No,0
ord11925,28-02-2025,04-03-2025,Seth Johnson,cust9338,Consumer,prod309,dryfruits,grocery,East,North Dakota,Hughesmouth,9,6770,25,45697.5,35006.02,10691.48,UPI,Cancelled,Berg-Cook,rebekah83@mckee.net,80,No,0
ord11926,23-06-2024,25-06-2024,David Cook,cust4301,Home Office,prod686,dinning-table,furniture,West,Alabama,New Melissamouth,2,2665,5,5063.5,4069.15,994.35,Cash,Delivered,"Davis, Thomas and Flowers",christophercoleman@martin-perez.net,77,No,0
ord11927,11-04-2024,15-04-2024,Sarah Vargas,cust1008,Home Office,prod251,book-shelf,furniture,North,Florida,New Davidborough,9,6884,25,46467,39869.66,6597.34,UPI,Pending,"Welch, King and Kelley",pbailey@harper-collins.com,25,No,0
ord11928,24-07-2025,30-07-2025,Kerri Jordan,cust7771,Home Office,prod369,headphones,electronics,East,Hawaii,Kochtown,4,2356,20,7539.2,5258.67,2280.53,Cash,Pending,Sanders-Gardner,timothybenitez@cobb-parker.com,65,No,0
ord11929,12-01-2026,19-01-2026,Dawn Lam,cust6141,Corporate,prod506,file-folder,office supply,West,California,Lake Frederick,3,2408,20,5779.2,3603.86,2175.34,Cash,Pending,Becker Ltd,sharon13@hull.com,94,No,0
ord11930,20-05-2024,25-05-2024,Roberta Levine,cust6105,Corporate,prod754,laptop,electronics,West,Louisiana,North Hannahland,1,9372,10,8434.8,6979.83,1454.97,Creditcard,Pending,"Murray, Alexander and Callahan",ysmith@adams.com,76,No,0
ord11931,16-07-2024,17-07-2024,Christine Lee,cust6485,Home Office,prod568,sugar,grocery,South,Texas,Rodriguezport,4,411,5,1561.8,1362.88,198.92,UPI,Delivered,Hayes-Phillips,rileyjose@moore-butler.com,12,Yes,31
ord11932,05-10-2025,08-10-2025,Victoria Johnson,cust2399,Consumer,prod740,dryfruits,grocery,West,Michigan,North Peter,7,9456,25,49644,42604.58,7039.42,Cash,Returned,Moore-Harris,nicholas57@wright-crawford.com,5,Yes,95
ord11933,15-11-2025,16-11-2025,Anthony Hogan,cust2531,Corporate,prod915,mobile,electronics,West,Iowa,Washingtonmouth,4,5449,20,17436.8,14727.55,2709.25,UPI,Returned,Macias PLC,uhuffman@martinez.com,92,No,0
